,Sr No.,Utterance,Speaker,Emotion,Sentiment,Dialogue_ID,Utterance_ID,Season,Episode,StartTime,EndTime
4537,4783,Radiator.,Phoebe,neutral,neutral,483,12,1,20,"00:17:14,992","00:17:16,200"
4538,4784,Five letters.,Ross,neutral,neutral,483,13,1,20,"00:17:16,368","00:17:17,994"
4539,4785,Rdtor.,Phoebe,neutral,neutral,483,14,1,20,"00:17:18,162","00:17:19,829"
4540,4786,"Yeah, is Sidney there?  Oh, this is?  Sidney's a woman.",Joey,surprise,negative,483,15,1,20,"00:17:24,376","00:17:31,966"
4541,4787,"Well, you'll have to wait your turn.",Receptionist,neutral,neutral,484,0,1,4,"0:13:28,641","0:13:30,393"
4542,4788,"Well, how long do you think it'll be?",Joey,neutral,neutral,484,1,1,4,"0:13:30,393","0:13:32,961"
4543,4789,Any minute now.,Receptionist,neutral,neutral,484,2,1,4,"00:13:33,312","00:13:34,896"
4544,4790,"Hey, this-  Heyy...",Ross,joy,positive,485,0,1,1,"00:13:13,000","00:13:38,775"
4545,4791,Hey.,Chandler,neutral,neutral,486,0,6,4,"00:06:13,164","00:06:14,289"
4546,4792,Hey! Any good mail?,Joey,neutral,neutral,486,1,6,4,"00:06:14,457","00:06:15,916"
4547,4793,"Yes, you got something from the Screen Actor’s Guild.",Chandler,neutral,neutral,486,2,6,4,"00:06:16,084","00:06:18,293"
4548,4794,"Ooh, it’s probably a residual check, hey can you open it for me, I’m kinda….",Joey,neutral,neutral,486,3,6,4,"00:06:18,461","00:06:22,422"
4549,4795,"""Benefits lapsed.""",Chandler,neutral,neutral,486,4,6,4,"00:06:24,008","00:06:27,219"
4550,4796,Hmm that’s weird. I don’t remember being in a move called benefits lapsed.,Joey,neutral,neutral,486,5,6,4,"00:06:24,008","00:06:30,430"
4551,4797,"Okay, it’s not a check. They’re saying your health insurance expired because, you didn’t work enough last year.",Chandler,neutral,neutral,486,6,6,4,"00:06:31,057","00:06:38,563"
4552,4798,Let me see that!,Joey,surprise,negative,486,7,6,4,"00:06:36,020","00:06:38,563"
4553,4799,All right.,Chandler,neutral,neutral,486,8,6,4,"00:06:38,731","00:06:40,107"
4554,4800,"Oh, I can’t believe this!",Joey,surprise,negative,486,9,6,4,"00:06:40,274","00:06:42,734"
4555,4801,This sucks!,Joey,anger,negative,486,10,6,4,"00:06:42,902","00:06:44,653"
4556,4802,"When I had insurance I could get hit by a bus or catch on fire, y’know?",Joey,fear,negative,486,11,6,4,"00:06:45,238","00:06:50,158"
4557,4803,And it wouldn’t matter.,Joey,anger,negative,486,12,6,4,"0:06:50,326","0:06:51,298"
4558,4804,Now I gotta be careful?,Joey,anger,negative,486,13,6,4,"0:06:51,298","0:06:53,292"
4559,4806,"I’m sorry man, there’s never a good time to  stop catching on fire.",Chandler,sadness,negative,486,14,6,4,"00:06:54,622","00:06:59,793"
4560,4807,"All right well, I guess I gotta go get a job. I’m gonna go see my agent.",Joey,sadness,negative,486,15,6,4,"00:07:01,212","00:07:05,298"
4561,4808,"Okay, make sure you look both ways before you cross the street.",Chandler,neutral,neutral,486,16,6,4,"0:07:05,466","0:07:07,510"
4562,4809,look both ways before you cross the street.,Joey,joy,positive,486,17,6,4,"0:07:07,510","0:07:08,402"
4563,4810,I can't believe Phoebe's gonna have her babies!,Monica,surprise,positive,487,0,5,5,"00:21:36,670","00:21:39,380"
4564,4811,"I know, it's beautiful. Amazing.",Chandler,joy,positive,488,0,5,2,"00:21:39,589","00:21:41,882"
4565,4813,"I had to kiss Phoebe and Rachel every time I left a room, I mean it's too bad they didn't see us having sex.",Chandler,neutral,neutral,488,1,5,2,"00:21:49,016","00:21:56,564"
4566,4814,Do you know anything about women?,Monica,neutral,neutral,488,2,5,2,"00:21:57,107","00:21:59,205"
4567,4815,No.,Chandler,neutral,neutral,488,3,5,2,"00:22:00,110","00:22:01,569"
4568,4816,That's all right.,Monica,neutral,neutral,488,4,5,2,"0:22:01,737","0:22:02,405"
4569,4817,Okay.,Chandler,neutral,neutral,488,5,5,2,"0:22:02,405","0:22:03,429"
4570,4818,Remember when we went to Central Park and rented boats?.. That was fun.,Rachel,joy,positive,489,0,1,3,"00:21:39,172","00:21:46,178"
4571,4819,Yeah. He could row like a viking.,Ross,joy,positive,489,1,1,3,"00:21:46,722","00:21:50,266"
4572,4820,Hi.,Monica,neutral,neutral,489,2,1,3,"0:21:55,105","0:21:55,537"
4573,4821,Mmm.,All,neutral,neutral,489,3,1,3,"0:21:55,537","0:21:57,154"
4574,4822,So how'd it go?,Ross,neutral,neutral,489,4,1,3,"00:21:59,067","00:22:00,943"
4575,4823,"Oh, y'know..",Monica,neutral,neutral,490,0,1,3,"00:22:02,029","00:22:04,947"
4576,4824,Did he mention us?,Phoebe,neutral,neutral,491,0,1,3,"00:22:02,029","00:22:04,947"
4577,4825,He said he's really gonna miss you guys.,Monica,sadness,negative,491,1,1,3,"00:22:10,370","00:22:12,955"
4578,4826,"You had a rough day, huh.. c'mere.",Ross,sadness,negative,491,2,1,3,"00:22:19,629","00:22:23,841"
4579,4827,...love you.,Monica,joy,positive,492,0,1,22,"00:19:23,036","00:19:24,245"
4580,4828,Are you're hands still wet?,Ross,neutral,neutral,492,1,1,22,"0:19:29,042","0:19:30,210"
4581,4829,"Uh, moist, yeah.",Joey,neutral,neutral,492,2,1,22,"0:19:30,210","0:19:31,012"
4582,4830,Let's dry 'em again.,Rachel,neutral,neutral,492,3,1,22,"00:19:31,128","00:19:33,254"
4583,4831,Oh my God! Oh my God!!,Rachel,sadness,negative,493,0,6,23,"00:09:36,325","00:09:38,785"
4584,4832,Still crying?,Monica,surprise,positive,493,1,6,23,"0:09:39,787","0:09:40,747"
4585,4833,Like a,Rachel,neutral,neutral,493,2,6,23,"0:09:40,747","0:09:42,899"
4586,4834,"Y’know, I only know of two surefire ways to shut a man up. And one of them is sex.",Monica,neutral,neutral,493,3,6,23,"00:09:56,804","00:10:01,182"
4587,4835,What’s the other one?,Rachel,neutral,neutral,493,4,6,23,"00:10:01,809","00:10:03,059"
4588,4836,"I don’t know, I’ve never had to use the other one.",Monica,neutral,neutral,493,5,6,23,"00:10:01,809","00:10:04,811"
4589,4837,"I’m just saying y’know, if we’re having sex, he’s not gonna be talking.",Monica,neutral,neutral,493,6,6,23,"00:10:05,938","00:10:09,149"
4590,4838,Oh that’s right.,Rachel,joy,positive,493,7,6,23,"0:10:09,317","0:10:10,409"
4591,4839,You’re the talker.,Rachel,neutral,neutral,493,8,6,23,"0:10:10,409","0:10:12,049"
4592,4840,"Anyway uh, great idea!",Rachel,joy,positive,493,9,6,23,"00:10:15,906","00:10:17,866"
4593,4841,"Umm, I gotta go to the store; I told him that I would buy him some more tissues.",Rachel,neutral,neutral,493,10,6,23,"00:10:18,034","00:10:21,369"
4594,4842,"Oh, we have some",Monica,neutral,neutral,493,11,6,23,"0:10:21,537","0:10:22,372"
4595,4843,No you don’t!,Rachel,anger,negative,493,12,6,23,"0:10:22,372","0:10:23,428"
4596,4844,"Okay, yeah.  Triple A can pick us up.",Phoebe,neutral,neutral,494,0,3,17,"00:13:21,091","00:13:27,514"
4597,4846,"Yeah, what town are we near?",Phoebe,neutral,neutral,495,0,6,17,"00:13:23,219","00:13:25,136"
4598,4847,"Freemont. West-Westmont, ah Westburg?",Monica,neutral,neutral,495,1,6,17,"00:13:25,387","00:13:29,140"
4599,4848,Then why are you answering? Do you at least know what route we’re on?,Phoebe,anger,negative,495,2,6,17,"00:13:29,350","00:13:34,187"
4600,4849,"Yeah, we are definitely on Route 27.",Rachel,neutral,neutral,496,0,3,17,"00:13:34,438","00:13:37,440"
4601,4850,"Okay.  We are at a rest stop on Route 27. Okay.  There is no Route 27.   Okay, either 93 or 76?",Phoebe,neutral,neutral,496,1,3,17,"00:13:37,650","00:13:45,365"
4602,4851,"I don’t know, I’m sorry, I always slept in the back when we drove up here.",Rachel,sadness,negative,496,2,3,17,"00:13:45,574","00:13:48,117"
4603,4853,"Hey, can you send somebody up and down 76 and check every rest stop, and, and also 93?",Phoebe,neutral,neutral,496,3,3,17,"00:13:49,286","00:13:56,084"
4604,4854,Okay!,Phoebe,neutral,neutral,496,4,3,17,"00:13:57,545","00:13:58,670"
4605,4855,"Yeah, no they don’t do that.",Phoebe,neutral,neutral,496,5,3,17,"00:13:58,879","00:14:00,171"
4606,4856,"Ugh, okay, well somebody will come and save us.",Rachel,neutral,neutral,496,6,3,17,"00:14:03,843","00:14:05,677"
4607,4857,Who?,Monica,anger,negative,496,7,3,17,"0:14:05,928","0:14:08,306"
4608,4858,I mean have you seen a car come by here in the last hour and a half?,Monica,fear,negative,496,8,3,17,"0:14:08,306","0:14:09,327"
4609,4859,"I think we should call Ross, maybe he can get a car and come pick us up.",Monica,neutral,neutral,496,9,3,17,"00:14:09,515","00:14:12,600"
4610,4860,"No! No, I am not getting in a car with Ross, we will just have to live here!",Rachel,anger,negative,496,10,3,17,"00:14:12,852","00:14:18,231"
4611,4861,But if...,Phoebe,fear,negative,496,11,3,17,"00:14:19,692","00:14:21,234"
4612,4862,"No you guys, I am not getting in a car with him, you’ll have to think of something else.",Rachel,anger,negative,496,12,3,17,"00:14:19,692","00:14:24,904"
4613,4863,"Oh good, oh Joey and Chandler are back.",Phoebe,joy,positive,496,13,3,17,"00:14:19,692","00:14:26,656"
4614,4864,So the going for help went well?,Monica,neutral,neutral,496,14,3,17,"00:14:29,869","00:14:32,203"
4615,4865,"I’m telling you man, I saw it.",Joey,neutral,neutral,497,0,3,8,"00:08:02,482","00:08:04,149"
4616,4866,"Yeah, well, you’re wrong! Okay, you’re wrong.",Chandler,anger,negative,497,1,3,8,"00:08:04,317","00:08:06,234"
4617,4867,"I’m not wrong! I wish I was. I’m sorry. Bet that barium enema doesn’t sound so bad now, huh?",Joey,sadness,negative,497,2,3,8,"00:08:06,402","00:08:20,373"
4618,4868,I know.,Monica,neutral,neutral,498,0,7,5,"00:07:09,303","00:07:12,097"
4619,4869,Let’s try a look…of far off…wonderment.,Monica,neutral,neutral,498,1,7,5,"00:07:09,303","00:07:14,683"
4620,4870,"Okay, we’ll-we’ll gaze into our future and we’ll think about our marriage and the days to come.",Monica,joy,positive,498,2,7,5,"00:07:14,976","00:07:20,397"
4621,4871,Chandler!,Monica,surprise,negative,498,3,7,5,"0:07:26,195","0:07:26,757"
4622,4872,What is the matter with your face?!,Monica,surprise,negative,498,4,7,5,"0:07:26,757","0:07:29,417"
4623,4873,"I mean this picture is supposed to say ""Geller and Bing to be married,"" not ""Local woman saves drowning moron!""",Monica,anger,negative,498,5,7,5,"00:07:29,532","00:07:38,623"
4624,4874,Hey!,Monica,anger,negative,498,6,7,5,"0:07:36,414","0:07:37,886"
4625,4875,Don’t laugh at him!,Monica,anger,negative,498,7,7,5,"0:07:37,886","0:07:38,676"
4626,4876,He’s,Monica,neutral,neutral,498,8,7,5,"00:07:38,791","00:07:41,209"
4627,4879,We’re gonna find love!,Rachel,joy,positive,499,0,6,25,"0:04:40,446","0:04:42,168"
4628,4880,Definitely!,Phoebe,joy,positive,499,1,6,25,"0:04:42,168","0:04:43,178"
4629,4881,"Yeah, I’m pretty confident about that.",Rachel,neutral,neutral,499,2,6,25,"00:04:44,701","00:04:47,327"
4630,4882,That’s what makes it so easy for me to be 80% happy for Monica and Chandler!,Rachel,joy,positive,499,3,6,25,"00:04:47,912","00:04:52,124"
4631,4883,It would be nice to have a little guarantee though.,Rachel,neutral,neutral,499,4,6,25,"0:04:53,376","0:04:55,087"
4632,4884,What do you mean?,Phoebe,neutral,neutral,499,5,6,25,"0:04:55,087","0:04:56,361"
4633,4885,"Well y’know, some people make deals with a friend, like if neither of them are married by the time they’re 40, they marry each other.",Rachel,neutral,neutral,499,6,6,25,"00:04:56,546","00:05:05,512"
4634,4886,You mean a backup?,Phoebe,neutral,neutral,499,7,6,25,"0:05:03,928","0:05:04,971"
4635,4887,Exactly!,Rachel,joy,positive,499,8,6,25,"0:05:04,971","0:05:05,573"
4636,4888,"Yeah, yeah I got that.",Phoebe,neutral,neutral,499,9,6,25,"00:05:05,763","00:05:07,514"
4637,4889,You do?,Rachel,neutral,neutral,499,10,6,25,"0:05:09,100","0:05:09,851"
4638,4890,Hm-mmm,Phoebe,neutral,neutral,499,11,6,25,"0:05:09,851","0:05:10,592"
4639,4891,Who?,Rachel,neutral,neutral,499,12,6,25,"0:05:10,768","0:05:11,936"
4640,4894,Yeah!,Phoebe,joy,positive,499,15,6,25,"0:05:12,270","0:05:14,481"
4641,4895,Are you serious?!,Rachel,surprise,negative,499,16,6,25,"0:05:14,481","0:05:15,255"
4642,4896,"Yeah, I locked him years ago!",Phoebe,joy,positive,499,17,6,25,"00:05:15,440","00:05:17,107"
4643,4897,"Wh… So… If neither of you are married by the time you’re 40, you’re gonna marry Joey.",Rachel,surprise,positive,499,18,6,25,"00:05:20,278","00:05:25,324"
4644,4898,"Yep, we shook on it. Yeah but believe me that is not how he wanted to seal the deal.",Phoebe,neutral,neutral,499,19,6,25,"00:05:25,575","00:05:31,955"
4645,4899,"Oh, seriously?",Rachel,surprise,positive,499,20,6,25,"00:05:33,166","00:05:38,420"
4646,4900,"Yeah uh, what am I gonna do?",Joey,neutral,neutral,499,21,6,25,"00:09:09,549","00:09:16,763"
4647,4901,"Yeah, I’m sorry man.  You wanna go watch?",Chandler,neutral,neutral,500,0,6,11,"00:20:55,295","00:21:01,842"
4648,4902,Yeah!,Joey,joy,positive,500,1,6,11,"00:21:00,300","00:21:01,842"
4649,4903,Good morning.,Tag,neutral,neutral,501,0,7,5,"00:11:32,483","00:11:34,401"
4650,4904,"Hi Tag! Hey, so did you have fun with uh, with Joey last night?",Rachel,joy,positive,501,1,7,5,"00:11:32,483","00:11:37,362"
4651,4905,Oh yeah! We went to the Knicks game.,Tag,joy,positive,501,2,7,5,"00:11:37,530","00:11:39,197"
4652,4906,Ohh that’s nice.,Rachel,joy,positive,501,3,7,5,"00:11:39,365","00:11:41,116"
4653,4907,Then we went to this bar and he hooked us up with all these women!,Tag,joy,positive,501,4,7,5,"00:11:41,283","00:11:44,828"
4654,4908,Wo-women? You mean like old women?,Rachel,disgust,negative,501,5,7,5,"00:11:47,790","00:11:51,126"
4655,4909,"Well kinda old, like 30.",Tag,neutral,neutral,501,6,7,5,"00:11:52,044","00:11:54,087"
4656,4910,Oh.,Rachel,neutral,neutral,501,7,7,5,"00:11:59,927","00:12:01,970"
4657,4911,"And I never used to be able to just talk to girls in bars, but I got like 20 phone numbers last night.",Tag,surprise,positive,501,8,7,5,"00:11:59,927","00:12:07,225"
4658,4912,"That’s great! Wow man, so Joey must’ve really taught you some stuff huh?",Rachel,surprise,positive,501,9,7,5,"00:12:08,227","00:12:14,481"
4659,4913,A little.,Tag,neutral,neutral,501,10,7,5,"0:12:14,650","0:12:15,362"
4660,4914,Yeah?,Rachel,surprise,positive,501,11,7,5,"0:12:15,362","0:12:16,870"
4661,4915,How you doin’?,Tag,neutral,neutral,501,12,7,5,"00:12:17,361","00:12:19,112"
4662,4916,"Phoebe, we are so proud of you! You're amazing!",Monica,joy,positive,502,0,5,3,"00:21:36,128","00:21:39,797"
4663,4917,I know.,Phoebe,neutral,neutral,502,1,5,3,"00:21:40,007","00:21:41,132"
4664,4918,So does it really hurt as bad as they say?,Rachel,joy,positive,502,2,5,3,"00:21:43,051","00:21:52,685"
4665,4919,What did you just say?,Monica,surprise,negative,503,0,5,24,"00:11:51,168","00:11:52,460"
4666,4920,You roll another hard eight and we get married here tonight.,Chandler,joy,positive,503,1,5,24,"00:11:52,837","00:11:55,714"
4667,4921,Are you serious?!,Monica,surprise,negative,503,2,5,24,"0:11:56,716","0:11:57,968"
4668,4922,Yes! I love you! I've never loved anybody as much as I love you.,Chandler,joy,positive,503,3,5,24,"0:11:57,968","0:11:59,735"
4669,4923,I've never loved anybody as much as I love you.,Monica,joy,positive,503,4,5,24,"00:11:59,885","00:12:05,974"
4670,4924,"Okay, so if an eight comes up, we take it as a sign and we do it!",Chandler,joy,positive,503,5,5,24,"00:12:06,434","00:12:10,228"
4671,4929,What do you say?,Chandler,neutral,neutral,503,6,5,24,"00:12:10,479","00:12:12,522"
4672,4930,Okay!,Monica,joy,positive,503,7,5,24,"0:12:12,732","0:12:13,483"
4673,4931,Okay! Come on! Let's go! All right!,Chandler,joy,positive,503,8,5,24,"0:12:13,483","0:12:14,011"
4674,4932,Okay! That's a four! And where-where's the other one?,Chandler,anger,negative,503,9,5,24,"00:12:20,114","00:12:23,199"
4675,4933,It went under the table.,Drunken Gambler,neutral,neutral,503,10,5,24,"00:12:23,409","00:12:26,619"
4676,4934,"Nobody move!  Okay, you look that way; I'll look this way!",Monica,anger,negative,503,11,5,24,"00:12:26,871","00:12:29,414"
4677,4936,Here it is! Here it is!,Chandler,joy,positive,503,12,5,24,"00:12:32,877","00:12:34,294"
4678,4937,That could be a four or a five. It's your call.,Monica,neutral,neutral,503,13,5,24,"00:12:36,046","00:12:42,010"
4679,4938,It's a four.,Chandler,neutral,neutral,503,14,5,24,"00:12:45,514","00:12:47,223"
4680,4939,I think so too.,Monica,neutral,neutral,503,15,5,24,"00:12:50,603","00:12:52,187"
4681,4940,Well that’s it. I’m done. Whew!  There come the meat sweats.,Joey,joy,positive,504,0,8,9,"00:20:59,633","00:21:07,348"
4682,4941,"Well Joey, we’re all…we’re all very proud of you.",Monica,joy,positive,504,1,8,9,"00:21:11,812","00:21:14,605"
4683,4942,"Yes, I believe we can expect a call from the President any moment now.",Chandler,neutral,neutral,504,2,8,9,"00:21:14,815","00:21:19,527"
4684,4943,Is there anything we can do for you?,Phoebe,neutral,neutral,504,3,8,9,"0:21:19,778","0:21:21,113"
4685,4944,"No just, nobody press on my stomach.",Joey,neutral,neutral,504,4,8,9,"0:21:21,113","0:21:24,230"
4686,4945,You can keep those pants by the way.,Rachel,neutral,neutral,504,5,8,9,"00:21:24,366","00:21:25,908"
4687,4946,Whoa—hey—wh-wh-what do you got there? What is that? Pie?,Joey,surprise,positive,504,6,8,9,"00:21:28,620","00:21:32,707"
4688,4947,"Yeah, you want some?",Monica,neutral,neutral,504,7,8,9,"0:21:32,916","0:21:34,918"
4689,4948,"Ah, just cut me a little sliver.",Joey,joy,positive,504,8,8,9,"0:21:34,918","0:21:36,980"
4690,4949,A little bigger.,Joey,neutral,neutral,504,9,8,9,"0:21:36,980","0:21:37,180"
4691,4950,Little bigger.,Joey,neutral,neutral,504,10,8,9,"00:21:39,131","00:21:41,382"
4692,4951,What?!,Joey,surprise,positive,504,11,8,9,"0:21:44,344","0:21:44,696"
4693,4952,Are you afraid you’re gonna run out?!,Joey,anger,negative,504,12,8,9,"0:21:44,696","0:21:45,697"
4694,4953,Cut me a real piece!,Joey,anger,negative,504,13,8,9,"0:21:45,697","0:21:46,903"
4695,4954,"Phoebe, oh my God! Wh-wh-what are you doing here?",Ross,surprise,positive,505,0,7,2,"00:01:57,200","00:01:59,451"
4696,4955,"I need to talk to you, it’s pretty urgent. It’s about Monica and Chandler.",Phoebe,neutral,neutral,505,1,7,2,"00:01:59,619","00:02:03,122"
4697,4956,Oh my God!,Ross,surprise,negative,505,2,7,2,"0:02:03,373","0:02:04,166"
4698,4957,"Of course, of course.",Ross,neutral,neutral,505,3,7,2,"0:02:04,166","0:02:05,604"
4699,4958,"Umm, would you please excuse me for a moment?",Ross,neutral,neutral,505,4,7,2,"00:02:05,708","00:02:08,335"
4700,4959,"Umm, do you know each other’s hometowns?",Ross,neutral,neutral,505,5,7,2,"00:02:08,503","00:02:12,589"
4701,4960,Why don’t you…   Wh-what’s going on?,Ross,fear,negative,505,6,7,2,"00:02:13,508","00:02:14,925"
4702,4961,"Well, umm, not much.",Phoebe,neutral,neutral,505,7,7,2,"00:02:15,135","00:02:19,721"
4703,4962,"But, I was just thinking that since those guys just got engaged that maybe it would be nice if they had some privacy, y’know?",Phoebe,neutral,neutral,505,8,7,2,"00:02:20,014","00:02:22,224"
4704,4963,"So, could I just move in with you for a couple days?",Phoebe,neutral,neutral,505,9,7,2,"00:02:22,433","00:02:26,103"
4705,4964,"Umm, okay, yeah, sure. But wh-what’s wrong with Monica and Chandler?",Ross,neutral,neutral,505,10,7,2,"00:02:29,065","00:02:32,734"
4706,4965,Nothing..Why?,Phoebe,neutral,neutral,505,11,7,2,"00:02:32,944","00:02:35,154"
4707,4966,"Phoebe, you said it was urgent!",Ross,anger,negative,505,12,7,2,"00:02:37,407","00:02:38,907"
4708,4967,Oh yeah it is! I’m going to the movies and it starts in like five minutes.,Phoebe,neutral,neutral,505,13,7,2,"00:02:39,117","00:02:42,286"
4709,4968,Do you realize I have a classroom full of students?,Ross,anger,negative,505,14,7,2,"00:02:45,415","00:02:49,626"
4710,4969,"Oh, I’m sorry. I’m so rude. Does anyone want to come to the movies?",Phoebe,neutral,neutral,505,15,7,2,"00:02:51,421","00:02:55,591"
4711,4970,"Look, look, there’s got to be a way we can work past this.",Ross,sadness,negative,506,0,3,16,"00:20:44,368","00:20:47,411"
4712,4971,"Okay,  I can’t imagine, I can’t imagine my life without you.",Ross,fear,negative,506,1,3,16,"00:20:47,579","00:20:50,581"
4713,4972,"Without, without these arms, and your face, and this heart.",Ross,sadness,negative,506,2,3,16,"00:20:50,749","00:20:59,715"
4714,4973,"Your good heart Rach,  and, and....",Ross,sadness,negative,506,3,3,16,"00:20:59,883","00:21:02,009"
4715,4974,No.,Rachel,neutral,neutral,506,4,3,16,"00:21:06,515","00:21:07,932"
4716,4975,"I can’t, you’re a totally different person to me now.",Rachel,sadness,negative,506,5,3,16,"00:21:08,684","00:21:11,852"
4717,4976,"I used to think of you as somebody that would never, ever hurt me, ever.",Rachel,sadness,negative,506,6,3,16,"00:21:12,521","00:21:17,692"
4718,4977,"God, and now I just can’t stop picturing with her, I can’t,  it doesn’t matter what you say, or what you do, Ross.",Rachel,sadness,negative,506,7,3,16,"00:21:20,654","00:21:26,867"
4719,4978,"It’s just changed, everything.",Rachel,sadness,negative,506,8,3,16,"00:21:27,035","00:21:29,662"
4720,4979,Forever.,Rachel,sadness,negative,506,9,3,16,"00:21:32,124","00:21:33,749"
4721,4980,"Yeah, but this can’t be it, I mean.",Ross,sadness,negative,506,10,3,16,"00:21:44,720","00:21:46,220"
4722,4981,Then how come it is?,Rachel,sadness,negative,506,11,3,16,"00:21:51,601","00:21:53,769"
4723,4982,"Windows are clean, candels are lit.",Monica,neutral,neutral,507,0,1,22,"00:05:27,452","00:05:30,996"
4724,4983,"Uh, belt's to tight, gotta change the belt.",Monica,joy,positive,507,1,1,22,"00:05:27,452","00:05:33,332"
4725,4984,Did I turn the fish?,Monica,neutral,neutral,507,2,1,22,"0:05:33,499","0:05:34,876"
4726,4985,"No, cause I made lasagne.",Monica,neutral,neutral,507,3,1,22,"0:05:34,876","0:05:36,694"
4727,4986,Am I out of control?,Monica,anger,negative,507,4,1,22,"0:05:38,087","0:05:39,439"
4728,4987,Just a touch.,Rachel,neutral,neutral,507,5,1,22,"0:05:39,439","0:05:42,013"
4729,4988,"Mon, I don't understand.",Rachel,neutral,neutral,507,6,1,22,"00:05:42,133","00:05:43,258"
4730,4989,"I mean, you've been dating this guy since like, what... his midterms?",Rachel,surprise,negative,507,7,1,22,"00:05:43,426","00:05:47,346"
4731,4990,"I mean, why all the sudden are you so... Oh.",Rachel,surprise,positive,507,8,1,22,"00:05:47,513","00:05:51,391"
4732,4991,What?,Monica,neutral,neutral,507,9,1,22,"00:05:55,313","00:05:56,980"
4733,4992,Could tonight be the Night?,Rachel,joy,positive,507,10,1,22,"00:05:57,148","00:05:59,941"
4734,4993,I don't know.,Monica,neutral,neutral,507,11,1,22,"00:06:01,527","00:06:02,694"
4735,4994,Look he's a great guy and I love being with him but... you know.,Monica,joy,positive,507,12,1,22,"00:06:02,862","00:06:08,200"
4736,4995,"Things happen, and they happen.",Monica,joy,positive,507,13,1,22,"00:06:08,368","00:06:09,951"
4737,4996,You don't plan these things.,Monica,neutral,neutral,507,14,1,22,"00:06:10,119","00:06:11,620"
4738,4997,"So, did you shave your legs?",Rachel,neutral,neutral,507,15,1,22,"0:06:13,748","0:06:15,840"
4739,4998,Yeah.,Monica,neutral,neutral,507,16,1,22,"0:06:15,840","0:06:16,352"
4740,5000,Ross!,Joey,anger,negative,508,0,5,18,"00:16:23,565","00:16:24,983"
4741,5002,"Okay, Raymond, Joey you're up.",The Casting Director,neutral,neutral,508,2,5,18,"00:16:31,782","00:16:33,908"
4742,5003,Hi!,Joey,joy,positive,508,3,5,18,"00:16:38,122","00:16:39,956"
4743,5004,"Okay, uh well, let's try one. Whenever you guys are ready.",The Casting Director,neutral,neutral,508,4,5,18,"00:16:40,124","00:16:43,501"
4744,5005,Uh-oh.,Joey,fear,negative,508,5,5,18,"0:16:44,878","0:16:45,546"
4745,5006,Is there a problem?,The Casting Director,neutral,neutral,508,6,5,18,"0:16:45,546","0:16:47,018"
4746,5007,"Well this is noodle soup and uh, I've been working with tomato.",Joey,neutral,neutral,508,7,5,18,"00:16:47,131","00:16:50,925"
4747,5008,"But that's okay, no problem.",Joey,neutral,neutral,508,8,5,18,"0:16:51,552","0:16:53,114"
4748,5009,No problem.,Joey,neutral,neutral,508,9,5,18,"0:16:53,114","0:16:53,686"
4749,5010,"Hmm, noodle soup.",Joey,neutral,neutral,508,10,5,18,"00:16:53,804","00:16:56,014"
4750,5011,"Y'know, that's-that's fine, but the line is, ""Hmm, soup.""",The Casting Director,neutral,neutral,508,11,5,18,"00:16:56,181","00:16:59,559"
4751,5012,"Oh, what did I say?",Joey,surprise,negative,508,12,5,18,"0:16:59,727","0:17:00,859"
4752,5013,"Hmm, noodle soup.",The Casting Director,neutral,neutral,508,13,5,18,"0:17:00,859","0:17:02,736"
4753,5014,How's that different?  Oh! Yeah!,Joey,surprise,positive,508,14,5,18,"00:17:05,065","00:17:11,696"
4754,5015,"All right, let's try one.",The Casting Director,neutral,neutral,508,15,5,18,"00:17:12,656","00:17:15,074"
4755,5016,"Hmm, noodle soup.",Joey,neutral,neutral,508,16,5,18,"00:17:18,620","00:17:21,789"
4756,5017,Okay. Let's do it again.,The Casting Director,neutral,neutral,508,17,5,18,"0:17:24,835","0:17:26,546"
4757,5018,Okay.,Joey,neutral,neutral,508,18,5,18,"0:17:26,546","0:17:27,159"
4758,5019,"Hmm, soup.  I mean, noodle soup. I mean soup!",Joey,anger,negative,508,19,5,18,"00:17:33,635","00:17:35,678"
4759,5020,COME ON!!!!,Raymond,anger,negative,508,20,5,18,"00:17:35,846","00:17:36,846"
4760,5021,Y'know what? We need to move on.,The Casting Director,anger,negative,508,21,5,18,"00:17:39,725","00:17:42,018"
4761,5022,"No! No! I-I can do it one more time! See? Look!  Hmm, noodle soup. Damnit!",Joey,anger,negative,508,22,5,18,"00:17:44,354","00:17:49,400"
4762,5023,Okay. Just give us a second. Ross!,Rachel,neutral,neutral,509,0,8,23,"00:01:10,934","00:01:14,687"
4763,5024,Yeah?,Ross,neutral,neutral,509,1,8,23,"00:01:16,064","00:01:17,065"
4764,5025,Give her some money.,Rachel,neutral,neutral,509,2,8,23,"0:01:17,232","0:01:18,454"
4765,5026,I really think they’re out of rooms.,Ross,neutral,neutral,509,3,8,23,"0:01:18,454","0:01:21,670"
4766,5027,"They’re not!! Ross, they’re just saving them for the important people!! Okay?! What-what if I was the president?!",Rachel,anger,negative,509,4,8,23,"00:01:21,819","00:01:26,616"
4767,5028,"Well then we’d be in a lot of trouble, you don’t know where any countries are.",Ross,neutral,neutral,509,5,8,23,"00:01:26,866","00:01:29,994"
4768,5029,Okay.,Ross,neutral,neutral,509,6,8,23,"00:01:32,413","00:01:33,915"
